id paper,doi,approches,approche simplifié,main method,other method,Application,score,times cited,weighted score,results,year,title,abstract,associated main word,Quartile,journal or conference,Publication type,Data used,keywords,keywords_plus,etat,commentaires
1054,10.1007/978-981-19-5224-1_71,Deep learning,Deep learning,CNN,,mangrove mapping,néant,0,"0,2",,2023,Sentinel-2 Data Processing for Pichavaram Mangrove Forest Using Convolutional Neural Network,,mangrove forests,néant,Springer ( ICT Analysis and Applications ),conference,Sentinel-2,,,elimine,cette article issue d'un conférence n'est pas encore cité et méthodologie moins détaillé ou moins compréhensible
167,10.3390/rs13010052,Machine learning,Machine learning,ANN,,mangrove change detection,1.019,34,,,2021,"Assessing the Natural Recovery of Mangroves after Human Disturbance Using Neural Network Classification and Sentinel-2 Imagery in Wunbaik Mangrove Forest, Myanmar","In this study, we examined the natural recovery of mangroves in abandoned shrimp ponds located in the Wunbaik Mangrove Forest (WMF) in Myanmar using artificial neural network (ANN) classification and a change detection approach with Sentinel-2 satellite images. In 2020, we conducted various experiments related to mangrove classification by tuning input features and hyper-parameters. The selected ANN model was used with a transfer learning approach to predict the mangrove distribution in 2015. Changes were detected using classification results from 2015 and 2020. Naturally recovering mangroves were identified by extracting the change detection results of three abandoned shrimp ponds selected during field investigation. The proposed method yielded an overall accuracy of 95.98%, a kappa coefficient of 0.92, mangrove and non-mangrove precisions of 0.95 and 0.98, respectively, recalls of 0.96, and F1 scores of 0.96 for the 2020 classification. For the 2015 prediction, transfer learning improved model performance, resulting in an overall accuracy of 97.20%, a kappa coefficient of 0.94, mangrove and non-mangrove precisions of 0.98 and 0.96, respectively, recalls of 0.98 and 0.97, and F1 scores of 0.96. The change detection results showed that mangrove forests in the WMF slightly decreased between 2015 and 2020. Naturally recovering mangroves were detected at approximately 50% of each abandoned site within a short abandonment period. This study demonstrates that the ANN method using Sentinel-2 imagery and topographic and canopy height data can produce reliable results for mangrove classification. The natural recovery of mangroves presents a valuable opportunity for mangrove rehabilitation at human-disturbed sites in the WMF.",mangrove forests,Q1,MDPI (Remote Sensing),journal,Sentinel-2,mangrove; natural recovery; artificial neural network; Sentinel-2; transfer learning; change detection,LANDSAT 8; SOUTHEAST-ASIA; SEVERITY; DRIVERS; INDEXES; IKONOS; FUTURE; COAST; LIDAR,non lu,
911,10.3390/rs15051386,Machine learning,Machine learning,"ERT, RF,KNN, Bayes",,mangrove species classification,1.019,36,,,2023,"Performance Evaluation of Mangrove Species Classification Based on Multi-Source Remote Sensing Data Using Extremely Randomized Trees in Fucheng Town, Leizhou City, Guangdong Province","Mangroves are an important source of blue carbon that grow in coastal areas. The study of mangrove species distribution is the basis of carbon storage research. In this study, we explored the potential of combining optical (Gaofen-1, Sentinel-2, and Landsat-9) and fully polarized synthetic aperture radar data from different periods (Gaofen-3) to distinguish mangrove species in the Fucheng town of Leizhou, Guangdong Province. The Gaofen-1 data were fused with Sentinel-2 and Landsat-9 satellite data, respectively. The new data after fusion had both high spatial and spectral resolution. The backscattering coefficient and polarization decomposition parameters of the fully polarized SAR data which could characterize the canopy structure of mangroves were extracted. Ten different feature combinations were designed by combining the two types of data. The extremely randomized trees algorithm (ERT) was used to classify the species, and the optimal feature subset was selected by the feature selection algorithm on the basis of the ERT, and the importance of the features was sorted. Studies show the following: (1) When controlling a single variable, the higher the spatial resolution of the multi-spectral data, the higher the interspecific classification accuracy. (2) The coupled Sentinel-2 and Landsat-9 data with a 2 m resolution will have higher classification accuracy than a single data source. (3) The selected feature subset contains all types of features in the optical data and the polarization decomposition features of the SAR data from different periods: multi-spectral band > texture feature > polarization decomposition parameter > vegetation index. Among the optimized feature combinations, the classification accuracy of mangrove species was the highest, the overall classification accuracy was 90.13%, and Kappa was 0.84, indicating that multi-source and SAR data from different periods coupling could improve the discrimination of mangrove species. (4) The ERT classification algorithm is suitable for the study of mangrove species classification, and the classification accuracy of extremely random trees in this paper is higher than that of random forest (RF), K-nearest neighbor (KNN), and Bayesian (Bayes). The results can provide technical guidance and data support for mangrove species monitoring based on multi-source satellite data.",mangrove species,Q1,MDPI (Remote Sensing),journal,"Sentinel-2, Landsat-9",mangrove community; integrated learning algorithm; full polarimetric SAR; polarimetric decomposition; multispectral,VEGETATION; SENTINEL-2; FOREST; LEAF; RED,non lu,
942,10.3390/rs12223834,Machine learning,Machine learning,LDL,,mangrove species classification,1.019,49,,,2020,"Probabilistic Mangrove Species Mapping with Multiple-Source Remote-Sensing Datasets Using Label Distribution Learning in Xuan Thuy National Park, Vietnam","Mangrove forests play an important role in maintaining water quality, mitigating climate change impacts, and providing a wide range of ecosystem services. Effective identification of mangrove species using remote-sensing images remains a challenge. The combinations of multi-source remote-sensing datasets (with different spectral/spatial resolution) are beneficial to the improvement of mangrove tree species discrimination. In this paper, various combinations of remote-sensing datasets including Sentinel-1 dual-polarimetric synthetic aperture radar (SAR), Sentinel-2 multispectral, and Gaofen-3 full-polarimetric SAR data were used to classify the mangrove communities in Xuan Thuy National Park, Vietnam. The mixture of mangrove communities consisting of small and shrub mangrove patches is generally difficult to separate using low/medium spatial resolution. To alleviate this problem, we propose to use label distribution learning (LDL) to provide the probabilistic mapping of tree species, including Sonneratia caseolaris (SC), Kandelia obovata (KO), Aegiceras corniculatum (AC), Rhizophora stylosa (RS), and Avicennia marina (AM). The experimental results show that the best classification performance was achieved by an integration of Sentinel-2 and Gaofen-3 datasets, demonstrating that full-polarimetric Gaofen-3 data is superior to the dual-polarimetric Sentinel-1 data for mapping mangrove tree species in the tropics.",mangrove species mapping,Q1,MDPI (Remote Sensing),journal,"Sentinel-1, Sentinel-2, Gaofen-3",mangrove species mapping; label distribution learning; Gaofen-3; Sentinel; Vietnam,SAR; LEAF; ECOSYSTEMS; SENTINEL-2; IMAGERY; RED,non lu,
730,10.1016/j.scitotenv.2022.157098,Machine learning,Machine learning,MaxEnt,,mangrove mapping and mangrove species classification,3.972,53,,,2022,Mangrove distribution and afforestation potential in the Red Sea,"Mangrove ecosystems represent one of the most effective natural environments for fixing and storing carbon (C). Man-groves also offer significant co-benefits, serving as nurseries for marine species, providing nutrients and food to support marine ecosystems, and stabilizing coastlines from erosion and extreme events. Given these considerations, mangrove afforestation and associated C sequestration has gained considerable attention as a nature-based solution to climate adaptation (e.g., protect against more frequent storm surges) and mitigation (e.g. offsetting other C-producing activi-ties). To advance our understanding and description of these important ecosystems, we leverage Landsat-8 and Sentinel-2 satellite data to provide a current assessment of mangrove extent within the Red Sea region and also explore the effect of spatial resolution on mapping accuracy. We establish that Sentinel-2 provides a more precise spatial record of extent and subsequently use these data together with a maximum entropy (MaxEnt) modeling approach to: i) map the distribution of Red Sea mangrove systems, and ii) identify potential areas for future afforestation. From these cur-rent and potential mangrove distribution maps, we then estimate the carbon sequestration rate for the Red Sea (as well as for each bordering country) using a meta-analysis of sequestration values surveyed from the available literature. For the mangrove classification, we obtained mapping accuracies of 98 %, with a total Red Sea mangrove extent estimated at approximately 175 km(2). Based on the MaxEnt approach, which used soil physical and environmental variables to identify the key factors limiting mangrove growth and distribution, an area of nearly 410 km(2) was identified for potential mangrove afforestation expansion. The factors constraining the potential distribution of mangroves were re-lated to soil physical properties, likely reflecting the low sediment load and limited nutrient input of the Red Sea. The current rate of carbon sequestration was calculated as 1034.09 +/- 180.53 Mg C yr(-1), and the potential sequestration rate as 2424.49 +/- 423.26 Mg C yr(-1). While our results confirm the maintenance of a positive trend in mangrove growth over the last few decades, they also provide the upper bounds on above ground carbon sequestration potential for the Red Sea mangroves.",mangrove,Q1,Elsevier (Remote Sensing of Environment),journal,Sentinel-2,Species distribution; Carbon sequestration; MaxEnt; Mangroves,GULF-OF-CALIFORNIA; SPECIES DISTRIBUTION; CLIMATE-CHANGE; GLOBAL DISTRIBUTION; NUTRIENT DYNAMICS; ORGANIC-CARBON; CONSERVATION; FORESTS; SENTINEL-2; CLASSIFICATION,non lu,
764,10.1109/JSTARS.2024.3495048,Machine learning,Machine learning,"PpRef-CM, CART, SVM, RF, XGBoost",,mangrove mapping,1.349,0,,,2025,Mapping Invasive Spartina alterniflora Using Phenological Information and Red-Edge Bands of Sentinel-2 Time-Series Data,"The accurate mapping of Spartina alterniflora (S. alterniflora) invasion is crucial for controlling its spread and reducing severe ecological problems. Satellite images have been extensively employed for S. alterniflora invasion monitoring; however, there are still several issues that need to be addressed. The spectral similarities between S. alterniflora and surrounding ground objects make it challenging for traditional classifiers to achieve satisfactory extraction accuracy. Since the phenological information and red-edge spectral differences have been considered as informative features for identifying S. alterniflora, current studies mainly used them separately as classification features and seldom considered the differences of red-edge information at different phenological periods. Therefore, we proposed a pixel-based phenological and red-edge feature composite method (PpRef-CM) for S. alterniflora extraction considering both phenological information and red-edge bands derived from Sentinel-2 time series based on the existing pixel-based phenological feature composite method (Ppf-CM). The proposed PpRef-CM and machine-learning algorithms were employed for S. alterniflora extraction in two typical mangrove forests along coastal China. Results indicated that red-edge information at different phenological periods is essential for detecting S. alterniflora. S. alterniflora extraction achieved the highest accuracy of 96.57% by using the eXtreme gradient boost algorithm when compared with other machine-learning algorithms. The PpRef-CM gave 2.72% and 2.61% more extraction accuracies of S. alterniflora than the Ppf-CM in two study sites, separately. These findings provide insights for selecting suitable classification features for S. alterniflora extraction studies and serve as an effective control and management of S. alterniflora.",vegetation mapping,Q1,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal,Sentinel-2,Feature extraction; Normalized difference vegetation index; Forests; Time series analysis; Sea measurements; Vegetation mapping; Monitoring; Remote sensing; Earth; Data mining; Invasive species; phenology; red-edge bands; Sentinel-2 time series; Spartina alterniflora (S. alterniflora ),HARMONIC-ANALYSIS; LAND-COVER; CLASSIFICATION; COASTAL; CHINA; PERFORMANCE; WETLANDS; IMAGES,non lu,
20,10.1109/JSTARS.2020.3038648,Machine learning and approach based on spectral indices,Machine learning,"PVI,PNDVI, RF, CART",,mangrove mapping,1.349,63,,,2021,A Simple Phenology-Based Vegetation Index for Mapping Invasive Spartina Alterniflora Using Google Earth Engine,"Spartina alterniflora (S. alterniflora) after introduced to China, has rapidly expanded along the coastline and become one of the top invasive plants in coastal wetland. While it has been well accepted that phenological information derived from multitemporal remotely sensed data improves vegetation mapping accuracy, previous research primarily relied on scene-based features for invasive plant mapping. In the coastal regions with frequent cloud cover such as South China coast, extracting phenological features at scene level was impossible due to lack of sufficient cloud-free imageries. In this study, we aimed to propose a simple phenological vegetation index (PVI) using pixel-level composition of Sentinel-2 observations with the assist of Google Earth Engine platform. By developing and comparing six PVIs, separability analysis showed that phenological normalized vegetation difference index (PNDVI) of S. alterniflora and other land cover types were more separable than other PVIs and single-season NDVI. Based on the PNDVI, we further proposed supervised and unsupervised Otsu thresholding methods for S. alterniflora extraction. The overall accuracies of supervised Otsu-PNDVI-thresholding method using 10-fold cross validation reached 97.84%, and that of the unsupervised Otsu-PNDVI-thresholding method reached 97.20%. Kappa Z-test statistics showed that both supervised and unsupervised Otsu-PNDVI-thresholding methods yielded statistically similar accuracies as random forest classifiers based on six PVIs, and higher accuracies than scene-based classification. The success of the unsupervised Otsu-PNDVI-thresholding method suggested that the method was practical and operational for S. alterniflora mapping and its expansion monitoring in wide area such as South China coast.",vegetation mapping,Q1,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal,Sentinel-2,Google Earth Engine (GEE);invasive species;phenological vegetation index (PVI);phenology;Sentinel-2; $Spartina\ alterniflora$,,non lu,
609,10.3390/rs11212479,Machine learning,Machine learning,RF,,mangrove species classification,1.019,120,,,2019,Incorporating the Plant Phenological Trajectory into Mangrove Species Mapping with Dense Time Series Sentinel-2 Imagery and the Google Earth Engine Platform,"Information on mangrove species composition and distribution is key to studying functions of mangrove ecosystems and securing sustainable mangrove conservation. Even though remote sensing technology is developing rapidly currently, mapping mangrove forests at the species level based on freely accessible images is still a great challenge. This study built a Sentinel-2 normalized difference vegetation index (NDVI) time series (from 2017-01-01 to 2018-12-31) to represent phenological trajectories of mangrove species and then demonstrated the feasibility of phenology-based mangrove species classification using the random forest algorithm in the Google Earth Engine platform. It was found that (i) in Zhangjiang estuary, the phenological trajectories (NDVI time series) of different mangrove species have great differences; (ii) the overall accuracy and Kappa confidence of the classification map is 84% and 0.84, respectively; and (iii) Months in late winter and early spring play critical roles in mangrove species mapping. This is the first study to use phonological signatures in discriminating mangrove species. The methodology presented can be used as a practical guideline for the mapping of mangrove or other vegetation species in other regions. However, future work should pay attention to various phenological trajectories of mangrove species in different locations.",species mapping,Q1,MDPI (Remote Sensing),journal,Sentinel-2,phenology; species mapping; coastal wetlands; Zhangjiang estuary; Spartina alterniflora,RANDOM FOREST CLASSIFIER; L.,non lu,
1106,10.3390/rs13112027,Machine learning,Machine learning,RF,,mangrove mapping and mangrove species classification,1.019,78,,,2021,Species-Level Classification and Mapping of a Mangrove Forest Using Random Forest-Utilisation of AVIRIS-NG and Sentinel Data,"Although studies on species-level classification and mapping using multisource data and machine learning approaches are plenty, the use of data with ideal placement of central wavelength and bandwidth at appropriate spatial resolution, for the classification of mangrove species is underreported. The species composition of a mangrove forest has been estimated utilising the red-edge spectral bands and chlorophyll absorption information from AVIRIS-NG and Sentinel-2 data. In this study, three dominant species, Heritiera fomes, Excoecaria agallocha and Avicennia officinalis, have been classified using the random forest (RF) model for a mangrove forest in Bhitarkanika Wildlife Sanctuary, India. Various combinations of reflectance/backscatter bands and vegetation indices derived from Sentinel-2, AVIRIS-NG, and Sentinel-1 were used for species-level discrimination and mapping. The RF model showed maximum accuracy using Sentinel-2, followed by the AVIRIS-NG, in discriminating three dominant species and two mixed compositions. This study indicates the potential of Sentinel-2 data for discriminating various mangrove species owing to the appropriate placement of central wavelength and bandwidth in Sentinel-2 at >= 10 m spatial resolution. The variable importance plots proved that species-level classification could be attempted using red edge and chlorophyll absorption information. This study has wider applicability in other mangrove forests around the world.",mangrove species,Q1,MDPI (Remote Sensing),journal,"Sentinel-1, Sentinel-2, AVIRIS-NG",AVIRIS-NG; red edge; Bhitarkanika Wildlife Sanctuary; random forest; species-level classification,LEAF CHLOROPHYLL CONCENTRATION; SPECTRAL REFLECTANCE; NATIONAL-PARK; IMAGE CLASSIFICATION; HYPERSPECTRAL DATA; LANDSAT 8; DISCRIMINATION; BHITARKANIKA; WORLDVIEW-2; PERFORMANCE,non lu,
497,10.1016/j.jenvman.2020.111617,Machine learning,Machine learning,RF,"EVI2, NDVI, VARI",mangrove mapping and monitoring,1.994,75,,,2021,Extrapolating canopy phenology information using Sentinel-2 data and the Google Earth Engine platform to identify the optimal dates for remotely sensed image acquisition of semiarid mangroves,"Continuum monitoring of mangrove ecosystems is required to maintain and improve upon national mangrove conservation strategies. In particular, mangrove canopy assessments using remote sensing methods can be undertaken rapidly and, if freely available, optimize costs. Although such spaceborne data have been used for such purposes, their application to map mangroves at the species level has been limited by the capacity to provide continuous data. The objective of this study was to assess mangrove seasonal patterns using seven multispectral vegetation indices based on a Sentinel-2 (S2) time series (July 2018 to October 2019) to assess phenological trajectories of various semiarid mangrove classes in the Google Earth Engine platform using Fourier analysis for an area located in Western Mexico. The results indicate that the months from November through December and from May through July were critical in mangrove species discrimination using the EVI2, NDVI, and VARI series. The Random Forest classification accuracy for the S2 image was calculated at 79% during the optimal acquisition period (June 25, 2019), whereas only 55% accuracy was calculated for the non-optimal image acquired date (March 2, 2019). Although mangroves are considered evergreen forests, the phenological pattern of various mangrove canopies, based on these indices, were shown to be very similar to the surrounding land-based semiarid deciduous forest. Consequently, it is believed that the rainfall pattern is likely to be the key environmental factor driving mangrove phenology in this semiarid coastal system and thus the degree of success in mangrove remote sensing classification endeavors. Identifying the optimal dates when canopy spectral conditions are ideal in achieving mangrove species discrimination could be of utmost importance when purchasing more expensive very-high spatial resolution satellite images or collecting spatial data from UAVs.",vegetation indices,Q1,Journal of Environmental Management,journal,Sentinel-2,Vegetation indices; Mangrove health; Fourier analysis; Random forest; Western Mexico,LEAF-AREA INDEX; GULF-OF-CALIFORNIA; LA-PAZ BAY; CHLOROPHYLL CONCENTRATION; FOREST; PRODUCTIVITY; BIOMASS; LAGOON,non lu,
1185,10.1016/j.jag.2022.102918,Machine learning and approach based on spectral indices,Machine learning,RF,OBIA,mangrove mapping and monitoring,2.241,57,,,2022,Tracking annual dynamics of mangrove forests in mangrove National Nature Reserves of China based on time series Sentinel-2 imagery during 2016-2020,"Mangrove National Nature Reserves (MNNRs) play an extraordinarily significant role in conserving mangrove forests and their habitats. In China, one-fourth of the total mangrove forests were located in MNNRs. Under-standing annual spatial distributions and conversions of these mangrove forests are important for precision conservation and rehabilitation efforts. However, to date, annual land cover maps of China's MNNRs are still unavailable. Here, we proposed a rapid and robust approach to produce annual maps of each MNNRs for the time period of 2016-2020 based on 10-m resolution Sentinel-2 imagery. The proposed approach was developed using object-based image analysis, Otsu and Random Forest algorithm. Results showed that 1) during 2016-2020, areal extents of mangrove forest in all the MNNRs continuously increased from 5912 ha to 6128 ha; 2) obvious in-crease were found in Zhanjiang Mangrove National Nature Reserve where mangrove forest increased by 127 ha, accounted for 59% of national total increases; 3) newly grown mangrove forests were mainly converted from tidal flats and aquaculture ponds. Our annual maps of China's MNNRs could provide a basis for managing mangrove ecosystems and supporting the implementation of Sustainable Development Goals related to coastal development.",mangrove forests,Q1,Elsevier (International Journal of Applied Earth Observation and Geoinformation),journal,Sentinel-2,Mangrove forest; Sentinel-2 imagery; Otsu algorithm; National Nature Reserve; China,CLASSIFICATION; CONSERVATION; SELECTION; INDEX; UAV,non lu,
649,10.3390/rs12172684,Machine learning,Machine learning,RF,,mangrove mapping,1.019,43,,,2020,Land Cover Classification in Mangrove Ecosystems Based on VHR Satellite Data and Machine Learning-An Upscaling Approach,"Mangrove forests grow in the inter-tidal areas along coastlines, rivers, and tidal lands. They are highly productive ecosystems and provide numerous ecological and economic goods and services for humans. In order to develop programs for applying guided conservation and enhancing ecosystem management, accurate and regularly updated maps on their distribution, extent, and species composition are needed. Recent advances in remote sensing techniques have made it possible to gather the required information about mangrove ecosystems. Since costs are a limiting factor in generating land cover maps, the latest remote sensing techniques are advantageous. In this study, we investigated the potential of combining Sentinel-2 and Worldview-2 data to classify eight land cover classes in a mangrove ecosystem in Iran with an area of 768 km(2). The upscaling approach comprises (i) extraction of reflectance values from Worldview-2 images, (ii) segmentation based on spectral and spatial features, and (iii) wall-to-wall prediction of the land cover based on Sentinel-2 images. We used an upscaling approach to minimize the costs of commercial satellite images for collecting reference data and to focus on freely available satellite data for mapping land cover classes of mangrove ecosystems. The approach resulted in a 65.5% overall accuracy and a kappa coefficient of 0.63, and it produced the highest accuracies for deep water and closed mangrove canopy cover. Mapping accuracies improved with this approach, resulting in medium overall accuracy even though the user's accuracy of some classes, such as tidal zone and shallow water, was low. Conservation and sustainable management in these ecosystems can be improved in the future.",mangrove forests,Q1,MDPI (Remote Sensing),journal,"Sentinel-2, World view-2",ecosystem; mangrove; random forest; Sentinel-2; upscaling; Worldview-2,SPATIAL-RESOLUTION; HYPERSPECTRAL DATA; TIME-SERIES; ALOS PALSAR; WORLDVIEW-2; FORESTS; IMAGERY; CONSERVATION; DISCRIMINATION; METRICS,non lu,
505,10.1016/j.rse.2023.113690,Machine learning,Machine learning,RF,,mangrove mapping,3.972,29,,,2023,Fine-scale mapping of Spartina alterniflora-invaded mangrove forests with multi-temporal WorldView-Sentinel-2 data fusion,"Mangrove forests, a critical component of blue carbon ecosystems, make a significant contribution to mitigating climate change and maintaining biodiversity. But in China, they have been suffering from severe invasion by Spartina alterniflora (S. alterniflora). Accurate information on spatial distribution of mangroves and S. alterniflora is a prerequisite to protecting indigenous mangrove ecosystems and managing S. alterniflora invasion. However, the classification performance is often constrained by two major issues: (1) A single-date image, regardless of acquisition time, hardly provides optimal spectral separability among evergreen mangroves, deciduous S. alterniflora and mudflats; (2) Due to the gradual invasion process, the mixtures between land cover classes are prevalent in moderate-resolution images. The use of high-resolution (finer than 2 m) image time series could effectively solve these two issues. However, due to frequent cloud cover in coastal areas and long revisit time of high-resolution satellite sensors, the collection of high-resolution image time series is still a great challenge, let alone substantial expenses. In this study, we proposed a new multi-temporal classification approach to fine-scale mapping of exotic S. alterniflora and native mangroves using synthetic high-resolution image time series derived from spatiotemporal fusion of WorldView-2 and Sentinel-2 data. A total of six synthetic WorldView-2-like images in different phenological periods were produced by the Flexible Spatiotemporal DAta Fusion (FSDAF) method. With the combination of the original and synthetic images, both types of image-based multi-temporal features and pixel-based image compositing features were extracted and evaluated in the following Random Forest classifications. Monte Carlo cross-validation was adopted to provide robust accuracy estimates, and a spatially explicit confidence map was generated to show classification uncertainty and potential errors. In order to further demonstrate the necessity of generating synthetic WorldView-2 images, the entire classification process was repeated using Sentinel-2 images at 10-m spatial resolution and the comparison between fine-and moderate resolution classification results was made in terms of classification accuracies, classification maps and fractional abundances. Our results show that the spectral profiles of S. alterniflora and mangroves generated from the synthetic WorldView-2 images were consistent with the ones from the paired Sentinel-2 images. Meanwhile, the spatial details of high landscape heterogeneity, unrecognizable in the Sentinel-2 images, were revealed by the synthetic WorldView-2 images. Compared to the single-date classification with the original WorldView-2 image, most of multi-temporal classifications using both the original and synthetic images provided more accurate results, with the overall accuracy raised by up to 3.9%. Among various temporal features adopted in this study, the use of the image-based, stacked spectral reflectance and vegetation index features of all original and synthetic images produced the best classification performance, increasing the producer's and user's accuracies of mangroves, S. alterniflora and mudflats by 2.5%-7.1%. Finally, the Sentinel-2 classification accuracies were generally lower than the WorldView-2 counterparts across all temporal features, with a 6% difference in the highest overall accuracy between the two. Prediction errors of the moderate-resolution classification were often found in heterogeneous landscapes, where S. alterniflora was mixed with mangroves or mudflats. Considering the availability of moderate-resolution data with high revisit frequencies, such as Sentinel-2A/B and Landsat 8/9, future fine scale mapping exercises might benefit from the multi-temporal classification approach with spatiotemporal fusion of moderate-and high-resolution data, alleviating the problem of the scarcity of high-resolution data in cloudy areas.",mangrove forests,Q1,Elsevier (Remote Sensing of Environment),journal,"Sentinel-2, World view-2",Mangrove forests; Invasive species; FSDAF; Sentinel-2; WorldView-2; Time series; Classification,SURFACE REFLECTANCE; VEGETATION INDEXES; PLANT INVASIONS; SATELLITE DATA; TIME-SERIES; LANDSAT-TM; LEAF-AREA; CHINA; SENTINEL-2; ACCURACY,non lu,
378,10.34133/remotesensing.0143,Machine learning,Machine learning,RF,,mangrove mapping,2.144,16,,,2024,Distribution of Mangrove Species Kandelia obovata in China Using Time-series Sentinel-2 Imagery for Sustainable Mangrove Management,"Mangrove management in China is converting from emphasis on occupied area to intrinsical quality. Mangrove species have varied ecological values, e.g., those having well -developed prop roots are more beneficial for coastal stabilization. The detailed distribution of mangrove species on a national scale remains a challenge, impeding species -specific applications in the ecology and management of mangroves, as well as evaluations of related Sustainable Development Goals. Although local -scale studies have explored various data sources, the variability of plant phenology is the key factor preventing their generalization from local areas to large latitudinal spans (e.g., the coast of China). The separability time period, defined by a separability metric for each scene of the image time series, provides a potential way to tackle the aforementioned problem. We conducted a case study on mapping Kandelia obovata in China based on Sentinel -2 time -series imagery, as it is a representative native mangrove species with the largest latitudinal span and tolerance to low temperatures. The proposed approach considered the separability between K. obovata and its typical co-occurring mangrove species, as well as that between K. obovata and salt marshes. The overall accuracy of the generated K. obovata map in China for 2020 reached 88.5% based on independently collected samples. The proposed approach is transferable to diverse mangrove species that inhabit a vast latitudinal span. The implications for sustainable mangrove management were discussed to reveal the benefits to precise management of mangroves, accurate biomass and carbon estimations accounting for species differences, and effective evaluation of mangrove ecosystem services.",mangrove,Q1,SPJ (Journal of Remote Sensing),journal,Sentinel-2,,FEATURE-SELECTION; RANDOM FOREST; CLASSIFICATION; PATTERN; LEVEL,non lu,
915,10.1080/10106049.2022.2087754,Machine learning and approach based on spectral indices,Machine learning,RF,,mangrove mapping,0.824,12,,,2022,Phenology-based classification of Sentinel-2 data to detect coastal mangroves,"Precise categorization of mangrove forests with medium spatial resolution satellite data is challenging and occasionally yields mixed outcomes. The available methods to estimate mangrove vegetation cover using moderately high-resolution images lack differentiation between mangrove and homestead vegetation. Mangrove vegetation displays a range of responses across the phenological cycle at different wavelengths of an optical sensor. By taking advantage of this principle, the study applied some mangrove and non-mangrove VIs as predictor variables sourced from monthly Sentinel-2 data. These variables were grouped by individual VIs and fed into the random forest algorithm to derive phenology-based classification. A suitable month for thresholding mangroves across different VIs was also ascertained. Results indicated that phenology-based classification with three classes was more accurate (95% overall accuracy) than threshold-based or WorldCover v100 classifications. MI and MVI layers from December image performed better in discerning mangroves. Findings have important implications in separating mangroves from other coastal vegetations.",mangrove,Q1,Taylor & Francis (Geocarto international),journal,Sentinel-2,Mangrove; Sentinel-2; random forest; image classification; vegetation index,LAND-SURFACE PHENOLOGY; DIFFERENCE WATER INDEX; BLUE CARBON EMISSIONS; CLIMATE-CHANGE; TIME-SERIES; VEGETATION INDEXES; RANDOM FOREST; 8 OLI; NDVI; MODIS,non lu,
1179,10.3389/fenvs.2024.1416450,Machine learning,Machine learning,RF,,mangrove mapping and monitoring,0.859,10,,,2024,Time series monitoring and analysis of Pakistan's mangrove using Sentinel-2 data,"Sustainable Development Goal-14 (SDG-14) directly demands the protection, conservation, restoration, and sustainable management of the global mangrove ecosystem. Assessment of the development Pakistan has made toward the sustainable management of mangrove ecosystems necessitates the remote sensing-based evaluation of national-level mangrove cover. Using Google Earth Engine (GEE) for geoprocessing 12,000+ 10-m high-spatial resolution Sentinel-2 time-series images (2016-23) and applying random forest (RF) classifier, the current research provides the latest spatial distribution of mangroves along Pakistan's coastline and changes observed for a duration of 8 years. Additionally, this research provides the first spatiotemporal health assessment of Pakistan's national mangrove cover as well. Rational analysis of the results indicated splitting the entire timeline based on two seasons (Jan-Jun and Jul-Dec). Results revealed an overall increase of 1,210 km(2) (2023) in the mangrove cover on the national-level; a 3.42 km(2) average annual increase from 2016 (1,186 km(2)). Mangrove gain/loss assessment based on the land use land cover (LULC) transition matrix illustrated 223 km(2) gain and 199 km(2) loss; a 24 km(2) net gain. Declines of 20.28% and 7.91% were found in maximum- and mean-NDVI (2016-23), depicting the deteriorating mangrove health conditions. Likewise, significant Sen's slope analysis (p < 0.05) indicated that 88.8% of all the mangrove-NDVI pixels exhibited an overall decrease, whereas 11.2% pixels showed an overall increase (2016-23). It was concluded that despite showing a growth in the extent, mangrove cover in Pakistan has shown a decline in health, primarily due to deforestation for urban operations and sea-level rise, still making them vulnerable and potentially leading to a disrupted ecosystem, including carbon release in the atmosphere. This study will assist in the formulation of mangrove conservation and management strategies, whereas future research can explore the potentials of land surface temperature (LST) and evapotranspiration in combination to the NDVI for an in-depth analysis of the health status of mangroves.",mangrove extent ,Q1,Frontiers in Environmental Science,journal,Sentinel-2,mangrove extent mapping; mangrove health mapping; Sustainable Development Goal-14; Sustainable Development Goal target 14.2; Google Earth Engine,DIFFERENCE WATER INDEX; FOREST; AREAS; NDWI,non lu,
